2019-04-08 12:49:15,317 [1] [INFO ] MasterManager, Version=1.0.7037.23066, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(18) INTEC.Med.MasterManager.Program Main - ===== Program Start
2019-04-08 12:49:15,899 [1] [INFO ] MasterManager, Version=1.0.7037.23066, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(60) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor -  MainMDIForm Initialize
2019-04-08 12:49:16,633 [1] [DEBUG] MasterManager, Version=1.0.7037.23066, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(63) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - MaterialSkin表示設定
2019-04-08 12:49:16,665 [1] [DEBUG] MasterManager, Version=1.0.7037.23066, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(77) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - MDIコンテナ表示設定
2019-04-08 12:49:17,274 [1] [INFO ] MasterManager, Version=1.0.7037.23066, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\TableListForm.cs(36) INTEC.Med.MasterManager.VIEW.TableListForm .ctor -  TableListForm Initialize
2019-04-08 12:49:18,149 [1] [INFO ] MasterManager, Version=1.0.7037.23066, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(101) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowDockPanel - MDI子フォーム 表示
2019-04-08 12:49:18,462 [1] [INFO ] MasterManager, Version=1.0.7037.23066, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\HospitalListForm.cs(32) INTEC.Med.MasterManager.VIEW.HospitalListForm .ctor -  TableListForm Initialize
2019-04-08 12:49:18,571 [1] [INFO ] MasterManager, Version=1.0.7037.23066, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(101) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowDockPanel - MDI子フォーム 表示
2019-04-08 12:49:18,587 [1] [INFO ] MasterManager, Version=1.0.7037.23066, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(91) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowView -         MasterManager - 1.0.7037.23066 表示
2019-04-08 12:49:37,573 [1] [DEBUG] MasterManager, Version=1.0.7037.23066, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\HospitalListForm.cs(71) INTEC.Med.MasterManager.VIEW.HospitalListForm uxOpenFolderCommand_Click - MDBフォルダのパスを取得しました。PATH=E:\05-SRC\10-dotNet\MasterManager\MasterManager\bin\Debug\Log
2019-04-08 12:49:39,886 [1] [INFO ] MasterManager, Version=1.0.7037.23066, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(27) INTEC.Med.MasterManager.Program Main - ===== Program End
2019-04-08 16:01:46,462 [1] [INFO ] MasterManager, Version=1.0.7037.28836, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(18) INTEC.Med.MasterManager.Program Main - ===== Program Start
2019-04-08 16:01:46,881 [1] [INFO ] MasterManager, Version=1.0.7037.28836, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(60) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor -  MainMDIForm Initialize
2019-04-08 16:01:48,003 [1] [DEBUG] MasterManager, Version=1.0.7037.28836, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(63) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - MaterialSkin表示設定
2019-04-08 16:01:48,027 [1] [DEBUG] MasterManager, Version=1.0.7037.28836, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(77) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - MDIコンテナ表示設定
2019-04-08 16:01:48,325 [1] [INFO ] MasterManager, Version=1.0.7037.28836, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\TableListForm.cs(36) INTEC.Med.MasterManager.VIEW.TableListForm .ctor -  TableListForm Initialize
2019-04-08 16:01:48,857 [1] [INFO ] MasterManager, Version=1.0.7037.28836, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(101) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowDockPanel - MDI子フォーム 表示
2019-04-08 16:01:50,260 [1] [INFO ] MasterManager, Version=1.0.7037.28836, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\HospitalListForm.cs(36) INTEC.Med.MasterManager.VIEW.HospitalListForm .ctor -  TableListForm Initialize
2019-04-08 16:01:50,350 [1] [INFO ] MasterManager, Version=1.0.7037.28836, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(101) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowDockPanel - MDI子フォーム 表示
2019-04-08 16:01:50,375 [1] [INFO ] MasterManager, Version=1.0.7037.28836, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\VIEW\Form\MainMDIForm.cs(91) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowView -         MasterManager - 1.0.7037.28836 表示
