2019-04-19 15:07:08,120 [1] [INFO ] MasterManager, Version=1.0.7048.27197, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(19) INTEC.Med.MasterManager.Program Main - ===== Program Start
2019-04-19 15:07:08,777 [1] [INFO ] MasterManager, Version=1.0.7048.27197, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(31) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor -  MainMDIForm Initialize
2019-04-19 15:07:09,304 [1] [DEBUG] MasterManager, Version=1.0.7048.27197, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(35) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - MaterialSkin表示設定
2019-04-19 15:07:09,324 [1] [DEBUG] MasterManager, Version=1.0.7048.27197, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(48) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - MDIコンテナ表示設定
2019-04-19 15:07:09,553 [1] [INFO ] MasterManager, Version=1.0.7048.27197, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\TableListForm.cs(37) INTEC.Med.MasterManager.VIEW.TableListForm .ctor -  TableListForm Initialize
2019-04-19 15:07:09,832 [1] [INFO ] MasterManager, Version=1.0.7048.27197, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\HospitalListForm.cs(35) INTEC.Med.MasterManager.VIEW.HospitalListForm .ctor -  TableListForm Initialize
2019-04-19 15:07:09,959 [1] [DEBUG] MasterManager, Version=1.0.7048.27197, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(66) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - Propertyからウィンドウサイズの取得・設定
2019-04-19 15:07:09,981 [1] [INFO ] MasterManager, Version=1.0.7048.27197, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(101) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowView -         MasterManager - 1.0.7048.27197 表示
2019-04-19 15:07:24,767 [1] [INFO ] MasterManager, Version=1.0.7048.27197, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(28) INTEC.Med.MasterManager.Program Main - ===== Program End
2019-04-19 15:18:08,929 [1] [INFO ] MasterManager, Version=1.0.7048.27536, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(19) INTEC.Med.MasterManager.Program Main - ===== Program Start
2019-04-19 15:18:09,071 [1] [INFO ] MasterManager, Version=1.0.7048.27536, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(31) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor -  MainMDIForm Initialize
2019-04-19 15:18:09,313 [1] [DEBUG] MasterManager, Version=1.0.7048.27536, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(35) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - MaterialSkin表示設定
2019-04-19 15:18:09,314 [1] [DEBUG] MasterManager, Version=1.0.7048.27536, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(48) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - MDIコンテナ表示設定
2019-04-19 15:18:09,455 [1] [INFO ] MasterManager, Version=1.0.7048.27536, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\TableListForm.cs(40) INTEC.Med.MasterManager.VIEW.TableListForm .ctor -  TableListForm Initialize
2019-04-19 15:18:10,001 [1] [INFO ] MasterManager, Version=1.0.7048.27536, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\HospitalListForm.cs(38) INTEC.Med.MasterManager.VIEW.HospitalListForm .ctor -  TableListForm Initialize
2019-04-19 15:18:10,032 [1] [DEBUG] MasterManager, Version=1.0.7048.27536, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(69) INTEC.Med.MasterManager.VIEW.MainMDIForm .ctor - Propertyからウィンドウサイズの取得・設定
2019-04-19 15:18:10,070 [1] [INFO ] MasterManager, Version=1.0.7048.27536, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Form\MainMDIForm.cs(104) INTEC.Med.MasterManager.VIEW.MainMDIForm ShowView -         MasterManager - 1.0.7048.27536 表示
2019-04-19 15:18:30,813 [1] [INFO ] MasterManager, Version=1.0.7048.27536, Culture=neutral, PublicKeyToken=null E:\05-SRC\10-dotNet\MasterManager\MasterManager\Program.cs(28) INTEC.Med.MasterManager.Program Main - ===== Program End
